"","X.x","primacy_agency_code","pwsid","centroid_lat","centroid_lon","DAC_pre","DAC_post","pop.x","urban","rural","pop_adjust.x","urban_adjust","rural_adjust","pop.y","hisp","white","black","aian","asian","nhpi","other","pop_adjust.y","hisp_adjust","white_adjust","black_adjust","aian_adjust","asian_adjust","nhpi_adjust","other_adjust","...1","mhi_all_weighted","mhi_all_unweighted","mhi_centroid_weighted","mhi_centroid_unweighted","StateCode","PopulationServedCount","X.y","health_based_count","total_count","white_percent","hisp_percent","black_percent","aian_percent","asian_percent","nhpi_percent","other_percent","urban_percent","rural_percent","X","PARTY"
"23571",23571,"TX","TX0260012",30.42744224,-96.53240323,0,0,259,0,259,53.254859246189,0,53.254859246189,259,19,166,71,0,0,0,3,53.2692581734818,3.33632330079664,36.5197805975759,12.8652982036894,0,0,0,0.547856071419782,NA,80104.8400170649,81076.25,NA,NA,"TX",120,62536,0,248,68.5569535784449,6.26313077221997,24.1514499071698,0,0,0,1.02846574216517,0,100,37274,"Republican"
"23572",23572,"TX","TX2310002",31.22535757,-101.9394409,0,0,843,0,843,779.999990562904,0,779.999990562904,820,263,501,11,4,2,0,39,779.92673389657,256.959912697046,473.966082074821,10.9999999999863,3.00003527353393,1.99999999999956,0,33.0007038511831,NA,61629,61629,NA,NA,"TX",846,66235,75,92,60.7705905536604,32.9466732616352,1.41038888935497,0.384656037951865,0.256434343519348,0,4.23125691387821,0,100,38944,"Republican"
"23573",23573,"TX","TX2320040",29.1641658,-99.77170189,1,1,483,214,269,86.2230929956937,20.3338292114049,65.8892637842888,483,253,220,1,0,4,0,5,86.0371512668318,41.703454105051,42.5457534138018,0.146688126013942,0,0.602531280794959,0,1.03872434117021,NA,54133.2278901298,65580.5,NA,NA,"TX",186,66247,0,12,49.4504441248319,48.4714492414024,0.17049393646125,0,0.700315238153685,0,1.20729745915082,23.5828111761434,76.4171888238566,38945,"Republican"
"23574",23574,"TX","TX2340050",32.63693966,-95.85746493,0,0,1821,0,1821,988.3265569185,0,988.3265569185,1821,115,1602,20,10,7,0,67,988.377940994175,54.4793044141534,871.295987767357,12.3865178726441,6.7844343751766,3.26821756217335,0,40.1634790026704,NA,75307.1348331803,72506.3333333333,NA,NA,"TX",1182,66306,0,14,88.1541312922211,5.51199112753918,1.25321674623626,0.686421063621915,0.330664761587654,0,4.06357500879384,0,100,36450,"Republican"
"23575",23575,"TX","TX2360052",30.64269568,-95.69204594,0,0,2645,0,2645,1306.65867284094,0,1306.65867284094,2645,200,1771,581,7,14,0,72,1306.49157217668,119.101235934584,811.644713271139,332.832259105214,2.26536024475708,4.40022690118689,0,36.2477767197999,NA,60584.5164728682,59919,56971,56971,"TX",1674,66365,0,4,62.123991501828,9.11611207228497,25.4752702729417,0.173392641253925,0.336797189885878,0,2.77443632180568,0,100,37027,"Republican"
"23576",23576,"TX","TX1011410",29.77312553,-95.77586155,0,0,13950,13950,0,10711.0742377605,10711.0742377605,0,13984,4996,5696,1618,49,986,2,637,10709.8003043354,4156.04599692818,4114.78897865982,1244.20182834166,43.3878085979217,682.167583937388,0.3116471080862,468.896460762369,NA,96547.8725419318,113769.818181818,74431.1732493337,87902.6666666667,"TX",16140,NA,NA,NA,38.4207815433694,38.8060083178748,11.6174138918164,0.405122480018213,6.36956399328232,0.00290992454789323,4.37819984909108,100,0,38789,"Republican"
"23577",23577,"TX","TX1011534",30.05388372,-95.45206781,0,0,6659,6659,0,3580.25391771111,3580.25391771111,0,6659,1649,2543,1295,12,903,4,253,3580.08440910323,880.857032795101,1382.3696315807,625.103544114782,11.0602159584683,535.356794190899,2.20559930199646,143.131591161284,NA,90356.4584949573,86877,75145,75145,"TX",4449,NA,NA,NA,38.6127664494639,24.6043649293662,17.4605811674525,0.308937295733727,14.9537478174991,0.0616074664716896,3.99799487401295,100,0,36140,"Republican"
"23578",23578,"TX","TX1011536",30.04167368,-95.67282932,0,0,426,0,426,20.6736179452707,0,20.6736179452707,426,212,192,5,0,2,0,15,20.6736274421202,10.2882840791772,9.31769124151896,0.242648209414556,0,0.0970592837658225,0,0.727944628243669,NA,113750,113750,NA,NA,"TX",99,63775,5,7,45.0704225352113,49.7652582159625,1.17370892018779,0,0.469483568075117,0,3.52112676056338,0,100,40196,"Republican"
"23579",23579,"TX","TX1011704",30.00207991,-95.46404019,1,1,3342,3342,0,1749.67618941411,1749.67618941411,0,3342,1475,212,1540,12,40,4,59,1750.54579940364,939.217672263824,70.4492838598596,684.896992800796,3.33787499062289,26.9845925263558,4.00000000001474,21.6593829621705,NA,52058.5734840699,50204,NA,NA,"TX",2289,NA,NA,NA,4.02441820624514,53.6528477337633,39.1247685741282,0.190676244618108,1.54149594575296,0.228500162713676,1.23729313277889,100,0,38178,"Democrat"
"23580",23580,"TX","TX1011805",30.0637564,-95.65982769,0,0,1057,0,1057,50.1151071009539,0,50.1151071009539,1057,348,641,31,0,9,0,28,50.095762088012,17.9793170202589,28.9117950689008,1.6532833847817,0,0.479985498807589,0,1.0713811152631,NA,76938,76938,NA,NA,"TX",132,63816,0,24,57.7130556834456,35.8898962125209,3.30024600060398,0,0.958135935659217,0,2.13866616777047,0,100,40197,"Republican"
"23581",23581,"TX","TX1550089",31.64978502,-97.48580255,1,1,140,0,140,51.1009581727617,0,51.1009581727617,140,42,96,1,0,0,0,1,51.0821563611516,18.7627337300874,32.0146644759037,0.152379077580227,0,0,0,0.152379077580227,NA,47901.0601471225,48700,NA,NA,"TX",330,NA,NA,NA,62.6728915857811,36.7305044787745,0.298301967722162,0,0,0,0.298301967722162,0,100,39706,"Republican"
"23582",23582,"TX","TX1550091",31.6133907,-97.17758152,0,0,177,0,177,11.1097935257554,0,11.1097935257554,177,20,148,5,0,0,0,4,11.1222806376812,1.24082098319275,9.40521979040929,0.240472584928509,0,0,0,0.235767279150607,NA,61250,61250,NA,NA,"TX",102,NA,NA,NA,84.5619715667426,11.1561740223401,2.1620798176393,0,0,0,2.11977459327766,0,100,38098,"Republican"
"23583",23583,"TX","TX1550126",31.67427867,-97.40893212,0,0,188,0,188,68.9575218492667,0,68.9575218492667,188,15,149,1,1,1,0,21,68.9540369144947,8.7959605093352,50.7331172772175,0.92941971680853,0.092021597188458,0.920444837685864,0,7.48307297625921,NA,120625,120625,NA,NA,"TX",162,NA,NA,NA,73.5752677397674,12.7562662070714,1.34788296435935,0.133453531230619,1.33486722296948,0,10.8522623346019,0,100,38099,"Republican"
"23584",23584,"TX","TX0430042",33.01861321,-96.6103883,0,0,28627,28506,121,20813.8430705101,20812.9720820036,0.870988506572055,25570,2012,12156,2547,52,7715,18,1070,20813.9547740684,1696.41342900128,9737.12421241755,2058.10229945382,48.9709368538879,6316.14250597007,17.0005017559298,940.200888615854,NA,136860.801807886,137652.5,134506.938781852,135430.428571429,"TX",19185,62745,0,4,46.7817112034316,8.15036569174639,9.88808864914975,0.235279346887501,30.345710724034,0.081678383279233,4.51716600147141,99.9958153402828,0.00418465971719612,36190,"Republican"
"23585",23585,"TX","TX0470001",31.89846756,-98.60197959,0,0,4670,0,4670,4277.70612395564,0,4277.70612395564,4684,1874,2636,18,19,26,1,110,4277.7099449149,1811.85241726306,2303.88274919699,17.9431882170631,18.9999999999942,24.8297986881937,0.999999999998226,99.2017915496005,NA,58836.8934995043,59779.6666666667,45948,45948,"TX",4190,62850,31,46,53.8578533576293,42.3556632075274,0.419457804482348,0.444162887261216,0.580446056603486,0.0233769940663455,2.31903969242996,0,100,39149,"Republican"
"23586",23586,"TX","TX1210004",30.91994641,-93.89911165,1,1,1427,0,1427,1015.34541374541,0,1015.34541374541,1427,251,790,345,4,10,2,25,1015.40840492268,188.408945758597,536.613000132479,264.16396706861,2.6297153481095,4.5512649988813,1.99922047336056,17.0422911426448,NA,32368.2564469914,25845.5,NA,NA,"TX",583,64542,0,4,52.8470118556228,18.5549917496442,26.0155387514963,0.258981049926383,0.44822014243893,0.196888312492626,1.67836813837901,0,100,39983,"Republican"
"23587",23587,"TX","TX1260063",32.5340557,-97.46797424,0,0,927,0,927,44.6225986028212,0,44.6225986028212,927,284,599,8,8,4,0,24,44.5899344311414,14.1762410233436,28.2573041894439,0.377482344570443,0.377482344570443,0.161995731213052,0,1.239428798,NA,57083,57083,NA,NA,"TX",102,NA,NA,NA,63.3714863005251,31.7924688703803,0.846564027030305,0.846564027030305,0.363301120039134,0,2.77961565499497,0,100,39150,"Republican"
"23588",23588,"TX","TX1260074",32.47670307,-97.16494479,0,0,4729,0,4729,3311.64422763771,0,3311.64422763771,4729,2930,1571,33,27,15,2,151,3311.53616052995,2195.07189593881,966.403336300238,21.630545560015,17.8078328656935,11.738915825471,1.54360785300492,97.3400261867239,NA,63331.3628872272,65594.3333333333,57188,57188,"TX",3537,NA,NA,NA,29.1829317106289,66.2856085372635,0.653187660090459,0.537751424186281,0.354485509335112,0.0466130453716046,2.93942211312427,0,100,36627,"Republican"
"23589",23589,"TX","TX1260120",32.51941336,-97.46304399,0,0,2805,0,2805,246.675603310214,0,246.675603310214,2805,868,1785,14,7,9,0,122,246.720268613216,82.6510059548062,151.243185679648,0.0071417877161898,5.23023356001916,0.659625208595037,0,6.92907642243107,NA,63283.7667904151,62280,NA,NA,"TX",303,NA,NA,NA,61.3014838747409,33.4998848774676,0.0028946903131765,2.11990429056261,0.267357526928253,0,2.80847473998733,0,100,39151,"Republican"
"23590",23590,"TX","TX1280004",28.98209873,-98.02161966,0,0,589,0,589,490.294910020332,0,490.294910020332,589,153,416,3,0,0,0,17,490.397622892713,143.278585756986,329.951953147465,2.99999999999783,0,0,0,14.1670839882639,NA,93214,93214,NA,NA,"TX",918,64641,0,30,67.2825351805693,29.2168189788171,0.611748479183423,0,0,0,2.88889736143018,0,100,37869,"Republican"
"23591",23591,"TX","TX0150048",29.24654082,-98.32975987,1,1,3274,0,3274,2907.95874032448,0,2907.95874032448,3274,2247,903,19,4,12,1,88,2907.87591295696,1988.69843550699,801.543616279691,16.0629180917645,3.98657278563387,10.9800780411778,0.296934686739408,86.3073575649578,NA,52992.7814037389,52510,47143,47143,"TX",4221,62226,0,12,27.564574289713,68.3900721707455,0.552393519276084,0.137095698199171,0.377597888281704,0.0102113946959126,2.96805503908843,0,100,39444,"Democrat"
"23592",23592,"TX","TX0150216",29.74934964,-98.63456857,0,0,13505,10437,3068,8558.56053882341,6384.71676153154,2173.84377729187,13505,2664,9691,226,25,335,7,557,8559.36787643219,1409.79701593167,6518.08581484858,122.935434501672,11.2795342267226,117.731974835384,5.00931522706826,374.528786861092,NA,126159.24025523,121966.833333333,NA,NA,"TX",9768,62241,0,4,76.1514858217021,16.4708076143506,1.43626768093668,0.131779991111029,1.37547511142211,0.0585243595016072,4.37565942097592,74.6003575317267,25.3996424682733,38579,"Republican"
"23593",23593,"TX","TX0200413",29.37916974,-95.24722356,0,0,1262,1262,0,272.425568219175,272.425568219175,0,1262,884,348,3,1,5,0,21,272.411119966001,248.419571722466,17.5375244133319,9.34328696945277e-05,3.11442898981759e-05,1.00012457715889,0,5.45377467588518,NA,61591,61591,NA,NA,"TX",477,62406,0,2,6.43788859115616,91.1928895389699,3.42984786032923e-05,1.14328262010974e-05,0.367137941095691,0,2.00203819747368,100,0,37819,"Republican"
"23594",23594,"TX","TX0200663",29.52046758,-95.37802543,0,0,3426,3410,16,1798.71301078646,1798.71269647985,0.000314306610696338,3426,762,1193,842,7,510,1,111,1797.77323353763,286.041989808421,574.500537424116,603.371570476685,4.27309224503175,270.214880252772,1.00000000000195,58.3711633306022,NA,104187.905290271,103043.666666667,NA,NA,"TX",1971,NA,NA,NA,31.956229334532,15.9109049168316,33.5621623028272,0.237688055718975,15.0305319498526,0.0556243680430243,3.24685907219457,99.9999825260278,1.74739721573989e-05,37088,"Democrat"
"23595",23595,"TX","TX0270006",30.75918082,-98.32098043,0,0,490,0,490,118.532616745484,0,118.532616745484,490,78,381,2,1,0,0,28,118.615203033224,42.6960675259751,69.654712399422,0.0595338088308964,0.0297669044154482,0,0,6.17512239458092,NA,70940,70940,NA,NA,"TX",276,62552,0,1,58.7232585859266,35.9954427713756,0.0501907068474359,0.025095353423718,0,0,5.20601258242695,0,100,39707,"Republican"
"23596",23596,"TX","TX0270012",30.73564782,-98.0835443,0,0,4752,0,4752,2785.01970575512,0,2785.01970575512,4752,966,3500,36,20,28,4,198,2784.86114952057,674.192181593472,1920.42469195416,30.1868572812514,12.3055595667439,21.3365528450112,3.83228557477005,122.58302070516,NA,81949.171724588,77926.5714285714,NA,NA,"TX",3330,62555,0,4,68.9594413812973,24.2091847814222,1.08396274214419,0.441873361221703,0.766162178271775,0.137611369795934,4.40176418584687,0,100,39708,"Republican"
"23597",23597,"TX","TX0990001",34.25598014,-99.51441714,0,0,629,0,629,549.000009528565,0,549.000009528565,627,227,357,14,4,0,0,25,548.870330005105,207.94434185789,299.931037629355,12.9943718651004,4.00000000000788,0,0,24.000578652752,NA,70793.1380871534,68450,NA,NA,"TX",675,63568,40,45,54.6451540979753,37.8858776818845,2.36747573237918,0.728769580234129,0,0,4.37272290752695,0,100,37680,"Republican"
"23598",23598,"TX","TX0990004",34.32783917,-99.63620889,0,0,234,0,234,170.038579782649,0,170.038579782649,234,23,190,7,1,1,0,12,170.067976846404,13.0500743630874,143.452885728812,4.46598134058273,0.999999999999722,0.00805403846959521,0,8.09098137545259,NA,60488.2034764826,52349.3333333333,NA,NA,"TX",278,NA,NA,NA,84.350321788311,7.67344599793382,2.62599780593389,0.588000174132057,0.00473577602258959,0,4.75749845766668,0,100,37681,"Republican"
"23599",23599,"TX","TX1010180",29.92604374,-95.30020615,0,0,624,624,0,81.1602063455324,81.1602063455324,0,624,291,31,298,0,0,2,2,81.1602067082721,37.8487502437615,4.03199744864813,38.759201280553,0,0,0.260128867654718,0.260128867654718,NA,59675,59675,NA,NA,"TX",330,63615,0,2,4.96794871794871,46.6346153846154,47.7564102564102,0,0,0.32051282051282,0.32051282051282,100,0,39558,"Democrat"
"23600",23600,"TX","TX1010254",29.94943425,-95.58959591,0,0,651,651,0,76.4239111660951,76.4239111660951,0,651,249,294,39,0,55,0,14,76.4238731315415,29.2312510134467,34.5140072206961,4.57838871294949,0,6.45670203108261,0,1.64352415336648,NA,72339,72339,NA,NA,"TX",147,NA,NA,NA,45.1612903225806,38.2488479262672,5.99078341013825,0,8.44854070660522,0,2.1505376344086,100,0,40198,"Republican"
"23601",23601,"TX","TX1010287",29.8662023,-95.18261196,1,1,900,900,0,517.768493841362,517.768493841362,0,900,580,276,3,0,28,0,13,517.913378913714,334.912460690819,159.724201258579,2.96477910290301,0,9.79450531805982,0,10.5174325433532,NA,42257,42257,NA,NA,"TX",966,63631,0,4,30.8399450104164,64.6657287350394,0.572446903982558,0,1.8911473842601,0,2.03073196630154,100,0,36141,"Republican"
"23602",23602,"TX","TX1010501",29.84523974,-95.63913544,0,0,11260,11244,16,8980.6927727333,8980.46459542561,0.228177307693384,11260,5856,3027,1519,32,443,5,378,8980.37901595115,4642.62562228472,2592.58299017749,1106.4552997071,25.73172538445,296.514491147911,3.72156098039849,312.747326269093,NA,67035.2736675521,65414.8888888889,60944.2602427921,61514.75,"TX",11262,NA,NA,NA,28.8694161523972,51.6974351977615,12.3208084841607,0.286532732513235,3.30180375038999,0.0414410235223722,3.48256265925507,99.9974592460352,0.0025407539648407,40199,"Republican"
"23603",23603,"TX","TX1010625",30.03926822,-95.33749389,0,0,6361,6096,265,4499.66228001564,4499.29315542519,0.36912459045614,6361,2685,2007,1275,15,122,15,242,4499.08753973562,1856.27951945115,1367.63722760965,975.0622568765,11.1466797045216,93.9646781500484,10.903596845785,184.093581097975,NA,64234.5605678956,61385.5,66300.7940408539,66290,"TX",5400,NA,NA,NA,30.3981021825154,41.2590220362823,21.6724446516059,0.247754230298364,2.08852744740259,0.242351293445287,4.09179815845043,99.9917966156683,0.0082033843316538,36142,"Republican"
"23604",23604,"TX","TX1010635",29.79922637,-95.71351706,0,0,5417,5417,0,3884.15540604998,3884.15540604998,0,5417,2617,1532,845,10,195,3,215,3884.52956585669,1924.2114273873,1225.09660492522,443.511916588653,5.75987996168392,121.31480518759,1.07694753042069,163.557984275828,NA,67114.6262826879,66366.6,75640.4324697755,73385,"TX",3909,NA,NA,NA,31.5378370573693,49.5352498871491,11.4173906793484,0.148277413365848,3.12302437478901,0.0277240142509555,4.21049657372751,100,0,37028,"Republican"
"23605",23605,"TX","TX1010706",29.84624317,-94.9995238,1,1,222,0,222,52.6769816483243,0,52.6769816483243,222,127,77,2,0,0,0,16,52.3994499044275,34.7408088917595,13.602582051533,0.543799598966437,0,0,0,3.51225936216866,NA,46389,46389,NA,NA,NA,NA,63693,0,38,25.9593985744947,66.2999496275706,1.03779638900463,0,0,0,6.70285540893034,0,100,39984,"Republican"
"23606",23606,"TX","TX1330062",30.12140683,-99.15992479,0,0,305,0,305,45.8836760356315,0,45.8836760356315,305,34,265,1,0,3,0,2,45.8855954729223,10.6802024939442,32.9530031254596,0.00143791771394243,0,1.16730129053733,0,1.08365064526722,NA,68488.4895104895,68716,NA,NA,"TX",297,64726,0,1,71.8155725905434,23.2757195016609,0.00313370176222506,0,2.54393841576311,0,2.36163579027038,0,100,38580,"Republican"
"23607",23607,"TX","TX1360001",29.31628435,-100.4146854,1,1,1341,0,1341,1284.6845754092,0,1284.6845754092,1341,983,300,24,6,0,2,26,1284.37698427874,940.823279774704,285.798225650318,23.9842966345452,6.00000000000236,0,1.99999999999399,25.7711822191727,NA,50430.5949862906,49505.6666666667,NA,NA,"TX",2352,64775,0,2,22.2518955998586,73.2513344049867,1.86738760723075,0.467152562950335,0,0.155717520982916,2.00651230399032,0,100,38946,"Republican"
"23608",23608,"TX","TX1410001",31.06447541,-98.18820707,0,0,8635,6674,1961,7786.38188773214,6673.99999999841,1112.38188773372,8635,2024,6016,103,38,61,8,385,7786.36697549223,1918.60395843169,5305.14753613758,97.824302577199,34.7243368337345,59.0872600446324,7.02750681751935,363.952074649879,NA,65625.7855748585,59455.2857142857,62633.3108350587,56373.6,"TX",7291,64805,1,1,68.1337978653672,24.6405539896917,1.25635360990695,0.445963270714444,0.758855320210451,0.090253989307704,4.6742219548016,85.7137512162569,14.2862487837431,37381,"Republican"
"23609",23609,"TX","TX1410028",31.10340174,-98.03691842,0,0,21329,4338,16991,16548.3949345717,1222.54362089454,15325.8513136772,21329,3397,14157,1696,122,363,176,1418,16547.6406643379,2560.37305983563,11380.1035887624,1024.77898423339,97.9166543663588,271.849671698949,115.250054300029,1097.36865114111,NA,74376.7262299961,72209.08,72884.0704458884,71036.3846153846,"TX",17721,NA,NA,NA,68.7717591867211,15.4727378468734,6.19290087947044,0.591725771380694,1.64283040231117,0.696474238459905,6.63157167478303,7.38768699761019,92.6123130023898,37382,"Republican"
"23610",23610,"TX","TX1430003",29.4328171,-97.1731749,0,0,2404,0,2404,2153.55071929362,0,2153.55071929362,2404,297,1842,163,7,8,0,87,2153.46387816982,279.296230075463,1623.66427360645,156.487627516421,5.45239098159418,7.76308485216226,0,80.8002711377335,NA,74703.2590805902,74967.25,67327.8165814878,66809.5,"TX",2127,64818,0,2,75.3977946909593,12.9696268837734,7.26678673846233,0.253191661901849,0.36049292169971,0,3.7521071032036,0,100,39389,"Republican"
"23611",23611,"TX","TX1490017",28.10812042,-97.92288209,0,0,817,0,817,597.872675297093,0,597.872675297093,817,165,617,4,3,2,0,26,597.753658818974,122.75243262117,446.239612183617,4.00000000000229,2.95384988478786,1.47298060273975,0,20.3347835266569,NA,56442.2918800293,57220.5,NA,NA,"TX",798,64910,0,63,74.6527613173101,20.5356221262955,0.669171980963761,0.494158394717985,0.246419336963997,0,3.40186684374862,0,100,37870,"Republican"
"23612",23612,"TX","TX1010715",30.01551872,-95.29736419,0,0,17705,16461,1244,14377.1697566379,14377.0879005816,0.0818560563029651,17554,7186,2709,6429,39,579,148,464,14381.6340454074,6195.56061551982,1723.07978141051,5494.61773302243,33.848380241203,438.566239605966,134.606442317682,361.354853289795,NA,78885.4475268817,76201.5555555556,76640.1113374959,79427.6,"TX",16518,NA,NA,NA,11.9811126883788,43.0796708910716,38.2057957786589,0.235358375371901,3.04948824466867,0.935960697460988,2.51261332438917,99.9994306525019,0.000569347498071881,36143,"Republican"
"23613",23613,"TX","TX1010767",29.7047368,-95.66067846,0,0,5221,5221,0,4916.8558365194,4916.8558365194,0,5221,2495,639,1492,5,468,0,122,4916.38130018416,2370.29562329911,599.424461988953,1426.40910150393,4.78365867120528,403.240755864012,0,112.227698856946,NA,62161.7397138878,62292.6,59868.2134457511,60633,"TX",4557,NA,NA,NA,12.192391626876,48.2122007747919,29.0133944950628,0.0973004000122222,8.20198294727277,0,2.28272975598419,100,0,36681,"Democrat"
"23614",23614,"TX","TX1010923",29.87670406,-95.68803691,0,0,4578,4578,0,2402.08736610931,2402.08736610931,0,4578,2205,899,1035,14,328,0,97,2402.6875714813,1251.91684578109,537.429414634684,447.130212117527,10.6100892107727,89.6083054904511,0,65.9927042467755,NA,80680.8794357505,83378.875,82780,82780,"TX",3219,NA,NA,NA,22.3678442846129,52.1048537746113,18.6095860912063,0.441592545643851,3.7295030179561,0,2.74662028596959,100,0,37029,"Republican"
"23615",23615,"TX","TX1011008",29.94930837,-95.51616135,0,0,2354,2354,0,1778.80060974789,1778.80060974789,0,2354,916,628,375,1,321,0,113,1777.46418099616,709.864061435697,538.433481843425,267.870108164963,0.432403548047301,177.703713188554,0,83.1604128154697,NA,86036.046388543,80890.8,95990,95990,"TX",2256,63727,0,6,30.2922268476694,39.9368982523103,15.0703519670837,0.0243269908148003,9.99759742494287,0,4.67859851717875,100,0,38179,"Democrat"
"23616",23616,"TX","TX1610004",28.70568537,-96.22651772,0,0,4723,0,4723,4217.55826874972,0,4217.55826874972,4723,2902,1174,123,1,446,2,75,4218.17714454513,2633.30654032508,999.712387807929,113.910961422592,1.00000000000382,403.208351311043,1.53401491625973,65.5048887622278,NA,61867.8474815076,61227.5,61867.8474815076,61227.5,"TX",4700,NA,NA,NA,23.7001044183443,62.4275949086307,2.70047837061323,0.0237069228184739,9.55882926425849,0.0363667732220182,1.55291934211292,0,100,38790,"Republican"
"23617",23617,"TX","TX1610024",28.96798751,-96.15823425,NA,NA,195,0,195,139.527189930374,0,139.527189930374,195,48,129,3,0,1,0,14,139.523347699523,34.5238170188707,91.7808663454455,1.19118950924422,0,0.999999999998502,0,11.0274748259636,NA,NA,NA,NA,NA,"TX",120,65107,0,10,65.7817260399345,24.744114578745,0.853756399115051,0,0.716725921852233,0,7.90367706035289,0,100,38791,"Republican"
"23618",23618,"TX","TX0270113",30.75951373,-98.00868739,1,1,281,0,281,43.0236767610896,0,43.0236767610896,278,116,143,0,0,0,0,19,43.0300862757904,14.3715614328681,25.5126483538521,0,0,0,0,3.14587648907017,NA,49453,49453,49453,49453,"TX",108,NA,NA,NA,59.2902561020567,33.3988673430893,0,0,0,0,7.31087655485391,0,100,39709,"Republican"
"23619",23619,"TX","TX0290027",28.66140818,-96.41171534,1,1,127,0,127,1.5391473120466,0,1.5391473120466,127,19,106,0,0,0,0,2,1.5467958436211,0.0878143660777117,1.44898450364101,0,0,0,0,0.00999697390238428,NA,44554,44554,NA,NA,"TX",213,62602,26,28,93.6765190840499,5.67717882355666,0,0,0,0,0.64630209239385,0,100,39390,"Republican"
"23620",23620,"TX","TX0290050",28.64825383,-96.41953411,1,1,118,0,118,23.7508739066191,0,23.7508739066191,118,27,84,0,0,0,0,7,23.7752602265556,9.94173256053216,8.57976925068335,0,0,0,0,5.25375841534006,NA,44554,44554,NA,NA,"TX",165,NA,NA,NA,36.0869625355362,41.8154521372086,0,0,0,0,22.0975853272551,0,100,39391,"Republican"
"23621",23621,"TX","TX0350014",34.73979828,-102.364248,0,0,227,0,227,131.221983864243,0,131.221983864243,227,206,19,0,0,0,0,2,131.192272591853,126.911901769958,4.27705995278058,0,0,0,0,0.00331086911420144,NA,76563,76563,NA,NA,"TX",140,62663,4,727,3.2601462481611,96.7373300749111,0,0,0,0,0.00252367692760514,0,100,38347,"Republican"
"23622",23622,"TX","TX0430029",33.10043845,-96.41241893,0,0,4797,0,4797,4165.20379097832,0,4165.20379097832,4797,1491,2874,83,36,45,2,266,4165.10733271456,1256.26821176675,2519.17314078946,63.2179847696142,33.9546594051123,43.0477071072173,1.99587124452987,247.449757631874,NA,89716.7406007752,92360.25,80583,80583,"TX",4375,62741,0,4,60.4827904674336,30.1617248107744,1.51779965603942,0.815216912621139,1.03353175965243,0.0479188430236463,5.94101755045533,0,100,36191,"Republican"
"23623",23623,"TX","TX0430051",33.04289904,-96.53594558,0,0,8417,8213,204,6690.64428609594,6491.24965725217,199.394628843773,8417,1439,4699,955,37,842,6,439,6693.5676935123,1139.37971332533,3714.8238047604,720.340164548516,36.219223080494,728.387342105229,4.09722476234844,350.320220929984,NA,119462.908793863,109848.5,96552.9366262815,95672.5,"TX",9366,62749,0,8,55.4984124290096,17.0220092706266,10.7616774421614,0.541104904572777,10.881899989018,0.0612113741124879,5.23368459049917,97.019799285128,2.98020071487199,36192,"Republican"
"23624",23624,"TX","TX0460214",29.92604869,-98.19622588,0,0,248,0,248,72.420717366002,0,72.420717366002,248,19,201,0,0,2,0,26,72.4311650573005,7.56464455683899,53.6359443837037,0,0,2.000000000012,0,9.23057611674584,NA,85872.3429791271,87313.5,NA,NA,"TX",300,62826,16,53,74.0509204032161,10.443908434794,0,0,2.76124234427238,0,12.7439288177175,0,100,38581,"Republican"
"23625",23625,"TX","TX0460223",29.80311471,-98.1107031,0,0,681,0,681,122.521710965407,0,122.521710965407,681,121,520,6,5,8,0,21,122.435127004475,24.8950470511956,88.7033880759501,0.0427758330932183,2.78855337763591,1.20890356371392,0,4.79645910288592,NA,141346.429046563,143186.5,NA,NA,"TX",321,62828,6,66,72.4492964120566,20.3332553820814,0.0349375494923568,2.27757625271544,0.987382945802584,0,3.91755145785132,0,100,38582,"Republican"
"23626",23626,"TX","TX0470015",32.00934823,-98.48408907,0,0,587,0,587,139.46229737462,0,139.46229737462,587,48,523,0,0,0,0,16,139.450502265295,13.5346315070632,120.873582851345,0,0,0,0,5.04228790688657,NA,68670.1118421053,68855,NA,NA,"TX",2919,62853,9,33,86.6784851168132,9.70568860434399,0,0,0,0,3.61582627884263,0,100,39152,"Republican"
"23627",23627,"TX","TX0500017",31.40115397,-97.70221005,0,0,2846,2115,731,2200.23967642514,1835.6995029181,364.540173507034,2846,283,2343,49,13,35,2,121,2200.38684673617,228.253862486584,1782.06925918331,42.362458803299,11.673147959052,32.2898800840773,1.43482009641651,102.303418123427,NA,55976.3975985501,53337,NA,NA,"TX",2500,62885,19,34,80.9889071017967,10.3733515233993,1.92522777829431,0.530504350922055,1.46746378401474,0.0652076292195973,4.64933783235314,83.4317971167884,16.5682028832116,39710,"Republican"
"23628",23628,"TX","TX0570039",32.58677966,-96.50836079,0,0,3449,0,3449,2590.11062958409,0,2590.11062958409,3449,819,2439,40,26,14,1,110,2590.33206005555,506.361679385781,1930.9289990877,25.2585520623421,23.5799080035109,12.1209888034956,0.00200510224474127,92.0799276104726,NA,86954.9575123728,87566.25,105848,105848,"TX",3588,62922,0,3,74.5436860726764,19.5481377540037,0.975108653127678,0.910304449654429,0.467931852846529,7.74071508306263e-05,3.55475381054033,0,100,36451,"Republican"
"23629",23629,"TX","TX1011475",29.96912485,-95.46994421,0,0,2481,2481,0,46.2435149582516,46.2435149582516,0,2481,1485,98,711,0,132,0,55,46.2473143994048,20.7797298700895,2.87297011181188,15.5438810874047,0,6.78860530501928,0,0.262128025079423,NA,64126.3735725938,61569,NA,NA,"TX",48,63770,0,5,6.21218799215043,44.9317547190523,33.6103431934736,0,14.6789178856765,0,0.566796209647141,100,0,38180,"Democrat"
